"customer_id","predicted_label","risk_score"
"SYNID0100000167","0","0.0017575000806861545"
"SYNID0100000431","0","0.004456389265179407"
"SYNID0100000485","0","0.003185356464033104"
"SYNID0100000539","0","0.0025499952923479998"
"SYNID0100000932","0","0.09300212257336894"
"SYNID0100001185","0","0.006698938954049012"
"SYNID0100001300","0","0.003309278408175616"
"SYNID0100001310","0","0.008622771828727204"
"SYNID0100001952","0","0.0018852746209934927"
"SYNID0100002045","0","0.0033294619274443923"
"SYNID0100002163","0","0.07793142851107"
"SYNID0100002187","0","0.039565996781413926"
"SYNID0100002198","0","0.3460139144570403"
"SYNID0100002385","0","0.00504628949981238"
"SYNID0100002875","0","0.00480032216898149"
"SYNID0100003249","0","0.0036332922422951837"
"SYNID0100003319","0","0.035999191118492924"
"SYNID0100003755","0","0.043272187648170334"
"SYNID0100004490","0","0.0014972066123860848"
"SYNID0100004580","0","0.03375663738147063"
"SYNID0100004593","0","0.19267920440587352"
"SYNID0100004629","0","0.0015427674641362965"
"SYNID0100004657","0","0.005199296303598141"
"SYNID0100004837","0","0.052200211068403744"
"SYNID0100004848","0","0.046921199066384554"
"SYNID0100005297","0","0.035154320974843604"
"SYNID0100005641","0","0.0025211315938556806"
"SYNID0100005686","0","0.0040012505919548485"
"SYNID0100005856","0","0.03421919632577957"
"SYNID0100006219","0","0.045360843134158245"
"SYNID0100006667","0","0.009483548794126691"
"SYNID0100006800","0","0.1651232873953061"
"SYNID0100006895","0","0.5722543268823665"
"SYNID0100007436","0","0.38512003889069596"
"SYNID0100007570","0","0.016073466147497686"
"SYNID0100007620","0","0.4060652068508017"
"SYNID0100007638","0","0.030096131671197384"
"SYNID0100008358","0","0.03913273211648407"
"SYNID0100008611","0","0.0038650646031101635"
"SYNID0100008961","0","0.430500699593883"
"SYNID0100009213","0","0.0031868908310810685"
"SYNID0100009417","0","0.0068837636308910115"
"SYNID0100009470","0","0.053164669481107034"
"SYNID0100009541","0","0.36167801765709956"
"SYNID0100009578","0","0.000810131960207792"
"SYNID0100009762","0","0.02666927275054296"
"SYNID0100009956","0","0.0068761436073772435"
"SYNID0100010089","0","0.024348205606264505"
"SYNID0100010329","0","0.02566633646989003"
"SYNID0100010571","0","0.00184959639516685"
"SYNID0100010698","0","0.06579982372550029"
"SYNID0100011209","0","0.0350524200539521"
"SYNID0100011315","0","0.08293384358212084"
"SYNID0100011481","0","0.016913522726001804"
"SYNID0100011849","0","0.004754994097515102"
"SYNID0100012045","0","0.003369906142151227"
"SYNID0100012111","0","0.0022283327601073564"
"SYNID0100012205","0","0.0034685213725395916"
"SYNID0100012410","0","0.11225761357981663"
"SYNID0100012464","0","0.002953210365649476"
"SYNID0100012512","0","0.006005957464663325"
"SYNID0100012539","0","0.0023407200990786946"
"SYNID0100013163","0","0.0008202758451638908"
"SYNID0100013722","0","0.005623588212713128"
"SYNID0100013886","0","0.4261933518389059"
"SYNID0100014085","0","0.0013427760204696613"
"SYNID0100014233","0","0.007297736689369305"
"SYNID0100014489","0","0.025073271585332926"
"SYNID0100014851","0","0.006848331598287548"
"SYNID0100015045","0","0.004892517517430149"
"SYNID0100015109","0","0.012555908023942053"
"SYNID0100015225","0","0.03227070767944653"
"SYNID0100016064","0","0.036542987591976946"
"SYNID0100016314","0","0.0030188750323034558"
"SYNID0100016895","0","0.002651862334738997"
"SYNID0100017219","0","0.0465114708762383"
"SYNID0100017804","0","0.024285876927058674"
"SYNID0100018428","0","0.004698350881179573"
"SYNID0100018441","0","0.008267410474366703"
"SYNID0100018558","0","0.016162706008201147"
"SYNID0100018651","0","0.011731986664476042"
"SYNID0100018816","0","0.000482430421910912"
"SYNID0100018982","0","0.005634960069297289"
"SYNID0100019186","0","0.05175329834815016"
"SYNID0100019260","0","0.055767257795548815"
"SYNID0100019419","0","0.17879960547198656"
"SYNID0100019645","0","0.3739059535358255"
"SYNID0100019726","0","0.020575577165367866"
"SYNID0100019883","0","0.047449793957000906"
"SYNID0100020142","0","0.02191789084267744"
"SYNID0100020166","0","0.001998177515006595"
"SYNID0100020197","0","0.35028328314417334"
"SYNID0100020265","0","0.003444119294802451"
"SYNID0100020773","0","0.16393443745482417"
"SYNID0100021218","0","0.006913384648444651"
"SYNID0100021236","0","0.002482927643534862"
"SYNID0100021299","0","0.0010285535332450512"
"SYNID0100021463","0","0.0017700625317863688"
"SYNID0100022238","0","0.04654105842420658"
"SYNID0100022248","0","0.036367827904552306"
"SYNID0100022308","0","0.03730658909550703"
"SYNID0100022897","0","0.12274684137628043"
"SYNID0100023259","0","0.05108247166843923"
"SYNID0100023475","0","0.0626086580408512"
"SYNID0100023734","0","0.020936753917838214"
"SYNID0100023889","0","0.045700153370240686"
"SYNID0100024437","0","0.0021360463400811333"
"SYNID0100024598","0","0.08257196934520786"
"SYNID0100025173","0","0.0036426653905487615"
"SYNID0100025567","0","0.031223702955565074"
"SYNID0100025619","0","0.4420094485011927"
"SYNID0100025622","0","0.06487349922134784"
"SYNID0100025820","0","0.5128863747599166"
"SYNID0100026243","0","0.0011265249423438911"
"SYNID0100026488","0","0.015210248632510567"
"SYNID0100026603","0","0.14326248606180222"
"SYNID0100026730","0","0.0010532900343057808"
"SYNID0100027385","0","0.0038418657402423304"
"SYNID0100028117","0","0.07767066382045604"
"SYNID0100028203","0","0.0023889026815065544"
"SYNID0100028625","0","0.009693117927616996"
"SYNID0100028682","0","0.0017629745605317675"
"SYNID0100028784","0","0.013937649925801715"
"SYNID0100028955","0","0.0038820069810766374"
"SYNID0100029550","0","0.0041614406678662725"
"SYNID0100029659","0","0.006537366394928125"
"SYNID0100029977","0","0.010662357516021731"
"SYNID0100030522","0","0.020676906852104236"
"SYNID0100030983","0","0.4187345176768475"
"SYNID0100030996","0","0.3619577450560956"
"SYNID0100031148","0","0.0035214363567933967"
"SYNID0100031276","0","0.016026221612021618"
"SYNID0100031448","0","0.06227646072225021"
"SYNID0100031720","0","0.005293941377665225"
"SYNID0100031724","0","0.2875394847766572"
"SYNID0100031730","0","0.0424417528249833"
"SYNID0100031829","0","0.01748005621880231"
"SYNID0100032192","0","0.009535871257274354"
"SYNID0100032279","0","0.014155036794963183"
"SYNID0100032627","0","0.006232556811317773"
"SYNID0100033322","0","0.002734793672737127"
"SYNID0100033763","0","0.033095027886254236"
"SYNID0100033846","0","0.022618548702380215"
"SYNID0100033968","0","0.008737170752511052"
"SYNID0100035506","0","0.027155725638590273"
"SYNID0100035641","0","0.008724840235013489"
"SYNID0100035690","0","0.026917780702833318"
"SYNID0100035703","0","0.03957925343309287"
"SYNID0100036197","0","0.003672884976826487"
"SYNID0100036671","0","0.025888311738138606"
"SYNID0100036688","0","0.03416827217249168"
"SYNID0100036773","0","0.01313163384090082"
"SYNID0100036935","0","0.009821166622894915"
"SYNID0100037007","0","0.0009031129615039673"
"SYNID0100037208","0","0.004956907252662344"
"SYNID0100037226","0","0.031248622174607582"
"SYNID0100037366","0","0.0023317611187335004"
"SYNID0100037477","0","0.0019806649363869884"
"SYNID0100037509","0","0.09431629044795935"
"SYNID0100037607","0","0.003077708861001758"
"SYNID0100037666","0","0.02081782557394997"
"SYNID0100037728","0","0.02595767826730326"
"SYNID0100037869","0","0.39338253100737736"
"SYNID0100037890","0","0.04645599298395503"
"SYNID0100038038","0","0.020261681067734502"
"SYNID0100038086","0","0.008012190021517304"
"SYNID0100038539","0","0.03951759065117353"
"SYNID0100038708","0","0.01291712805244605"
"SYNID0100038801","0","0.0019242912255972324"
"SYNID0100038880","0","0.0026168030014337394"
"SYNID0100038978","0","0.07861621447004531"
"SYNID0100039084","0","0.050867118578817594"
"SYNID0100039312","0","0.042687742244167125"
"SYNID0100039424","0","0.002199733498118149"
"SYNID0100039780","0","0.0032470519275184175"
"SYNID0100040148","0","0.14860017532687117"
"SYNID0100040316","0","0.003923092031577022"
"SYNID0100040454","0","0.12517314408282074"
"SYNID0100040792","0","0.05016252866347243"
"SYNID0100040885","0","0.004925516731874968"
"SYNID0100040970","0","0.02685167063320017"
"SYNID0100041064","0","0.004489085215736373"
"SYNID0100041327","0","0.02378205513553276"
"SYNID0100041519","0","0.4704005616227344"
"SYNID0100041539","0","0.32629714459449"
"SYNID0100042124","0","0.0703302751110539"
"SYNID0100042256","0","0.04431135088731428"
"SYNID0100042517","0","0.009202306278389258"
"SYNID0100042626","0","0.06870649046586165"
"SYNID0100042902","0","0.0027716180490789913"
"SYNID0100042905","0","0.02762890971829828"
"SYNID0100043003","0","0.05373817592514266"
"SYNID0100043540","0","0.027589989451748995"
"SYNID0100043914","0","0.0017718046907921243"
"SYNID0100044500","0","0.0031041249361063103"
"SYNID0100044704","0","0.004211051952988445"
"SYNID0100045225","0","0.048033512032969294"
"SYNID0100045411","0","0.049163109951816886"
"SYNID0100045578","0","0.005450942555955311"
"SYNID0100045811","0","0.02771172607140478"
"SYNID0100046345","0","0.03132612849541639"
"SYNID0100046511","0","0.0018889689944178003"
"SYNID0100046583","0","0.003286489272522399"
"SYNID0100046681","0","0.0021803233279859805"
"SYNID0100046751","0","0.11707357259811575"
"SYNID0100046933","0","0.19950490249504127"
"SYNID0100047082","0","0.0038128815133731554"
"SYNID0100047241","0","0.05482256065690983"
"SYNID0100047421","0","0.0038692336289530456"
"SYNID0100047746","0","0.433697847399691"
"SYNID0100047938","0","0.0011056310160234705"
"SYNID0100048054","0","0.001954961368043169"
"SYNID0100048110","0","0.0024851329110399624"
"SYNID0100048201","0","0.01761122463784362"
"SYNID0100048220","0","0.0929524059984377"
"SYNID0100048513","0","0.004176617488957301"
"SYNID0100048554","0","0.003978975882506508"
"SYNID0100048602","0","0.0041994448543251316"
"SYNID0100048631","0","0.041101336008604474"
"SYNID0100048646","0","0.0022815574509158147"
"SYNID0100049026","0","0.026176280918397438"
"SYNID0100049262","0","0.008690115424129478"
"SYNID0100049538","0","0.13703511386595268"
"SYNID0100049761","0","0.40624629592039496"
"SYNID0100049825","0","0.03833123924876371"
"SYNID0100050100","0","0.001230829173378678"
"SYNID0100050622","0","0.0037340585276845212"
"SYNID0100050795","0","0.004746593478602477"
"SYNID0100050922","0","0.021083305135612324"
"SYNID0100051035","0","0.004650717294783704"
"SYNID0100051037","0","0.03618002889576392"
"SYNID0100051071","0","0.06338162622314127"
"SYNID0100051199","0","0.00574367993793674"
"SYNID0100051414","0","0.038896225236013625"
"SYNID0100051424","0","0.30913850918625907"
"SYNID0100051465","0","0.09816276957252607"
"SYNID0100052024","0","0.03805082270855531"
"SYNID0100052418","0","0.004502898463741328"
"SYNID0100052442","0","0.009484104517317649"
"SYNID0100052942","0","0.009146726912726978"
"SYNID0100053671","0","0.043021338966302176"
"SYNID0100053896","0","0.527283681005866"
"SYNID0100054434","0","0.061737755084774366"
"SYNID0100054859","0","0.04720114278458682"
"SYNID0100054894","0","0.03942226123601673"
"SYNID0100055597","0","0.0011589871275405604"
"SYNID0100055665","0","0.37265705864909543"
"SYNID0100056156","0","0.039265982648890724"
"SYNID0100056283","0","0.03679261692389996"
"SYNID0100056875","0","0.0005599084369498792"
"SYNID0100057662","0","0.020688005587739634"
"SYNID0100058090","0","0.04326621766816013"
"SYNID0100058456","0","0.07330028869693699"
"SYNID0100058587","0","0.03942292871957479"
"SYNID0100059315","0","0.08187482438664385"
"SYNID0100059367","0","0.3718257222959908"
